iter	Passed	Remaining
325	7377	15252
326	7397	15223
327	7415	15193
328	7434	15163
329	7454	15135
330	7472	15103
331	7494	15080
332	7514	15051
333	7535	15026
334	7560	15009
335	7581	14982
336	7598	14949
337	7616	14916
338	7633	14884
339	7653	14856
340	7671	14824
341	7691	14798
342	7712	14772
343	7732	14744
344	7750	14714
345	7768	14683
346	7786	14653
347	7804	14622
348	7826	14598
349	7844	14569
350	7862	14537
351	7881	14509
352	7899	14478
353	7917	14447
354	7936	14419
355	7956	14393
356	7975	14364
357	7994	14335
358	8013	14308
359	8032	14279
360	8053	14254
361	8073	14228
362	8092	14201
363	8110	14171
364	8129	14143
365	8147	14113
366	8165	14084
367	8183	14053
368	8202	14025
369	8221	13998
370	8241	13973
371	8261	13947
372	8279	13918
373	8299	13891
374	8318	13863
375	8338	13838
376	8358	13811
377	8377	13784
378	8395	13756
379	8417	13733
380	8439	13711
381	8459	13686
382	8482	13664
383	8503	13640
384	8522	13614
385	8541	13587
386	8562	13562
387	8583	13539
388	8604	13514
389	8623	13488
390	8646	13467
391	8667	13444
392	8687	13417
393	8706	13390
394	8726	13365
395	8744	13338
396	8763	13311
397	8783	13285
398	8803	13260
399	8827	13240
400	8847	13215
401	8867	13191
402	8888	13167
403	8911	13147
404	8939	13132
405	8966	13119
406	8996	13107
407	9023	13092
408	9052	13080
409	9083	13071
410	9108	13053
411	9133	13034
412	9158	13017
413	9183	12998
414	9207	12978
415	9233	12962
416	9254	12938
417	9274	12912
418	9296	12890
419	9318	12867
420	9339	12844
421	9360	12821
422	9381	12796
423	9401	12771
424	9424	12750
425	9444	12726
426	9466	12702
427	9488	12680
428	9509	12657
429	9532	12636
430	9555	12614
431	9575	12589
432	9596	12566
433	9617	12543
434	9640	12522
435	9662	12499
436	9687	12481
437	9710	12459
438	9732	12437
439	9754	12415
440	9776	12391
441	9799	12371
442	9820	12347
443	9841	12324
444	9865	12303
445	9887	12281
446	9908	12258
447	9932	12238
448	9952	12213
449	9973	12189
450	9994	12166
451	10016	12143
452	10036	12119
453	10058	12096
454	10078	12072
455	10099	12048
456	10120	12024
457	10141	12001
458	10167	11983
459	10193	11966
460	10215	11944
461	10239	11923
462	10261	11901
463	10286	11882
464	10308	11860
465	10333	11841
466	10359	11824
467	10400	11823
468	10435	11814
469	10458	11793
470	10482	11773
471	10505	11752
472	10531	11733
473	10567	11726
474	10596	11711
475	10629	11701
476	10654	11682
477	10685	11669
478	10722	11663
479	10754	11650
480	10780	11631
481	10811	11619
482	10833	11596
483	10855	11573
484	10874	11546
485	10894	11521
486	10915	11498
487	10934	11472
488	10954	11447
489	10973	11421
490	10994	11397
491	11012	11370
492	11031	11344
493	11051	11320
494	11070	11294
495	11089	11268
496	11109	11243
497	11130	11219
498	11150	11195
499	11169	11169
500	11189	11145
501	11211	11122
502	11231	11097
503	11250	11071
504	11267	11044
505	11287	11020
506	11307	10995
507	11330	10973
508	11349	10948
509	11369	10923
510	11390	10899
511	11410	10875
512	11430	10851
513	11451	10827
514	11472	10804
515	11491	10778
516	11511	10754
517	11530	10729
518	11551	10705
519	11571	10681
520	11591	10656
521	11611	10632
522	11631	10608
523	11649	10581
524	11669	10557
525	11687	10532
526	11706	10506
527	11727	10483
528	11745	10457
529	11765	10433
530	11784	10408
531	11805	10385
532	11825	10361
533	11844	10336
534	11861	10309
535	11881	10285
536	11902	10262
537	11920	10236
538	11939	10211
539	11958	10186
540	11978	10162
541	11996	10137
542	12017	10113
543	12034	10087
544	12054	10063
545	12074	10040
546	12094	10015
547	12113	9991
548	12133	9967
549	12153	9943
550	12174	9920
551	12196	9898
552	12216	9875
553	12239	9853
554	12261	9831
555	12283	9809
556	12304	9786
557	12324	9762
558	12344	9738
559	12365	9715
560	12385	9692
561	12405	9668
562	12425	9644
563	12447	9622
564	12466	9598
565	12486	9574
566	12505	9550
567	12526	9527
568	12547	9504
569	12568	9481
570	12588	9458
571	12606	9433
572	12625	9408
573	12646	9385
574	12664	9360
575	12680	9334
576	12698	9308
577	12718	9285
578	12737	9261
579	12758	9238
580	12779	9215
581	12798	9192
582	12818	9168
583	12841	9147
584	12861	9123
585	12882	9101
586	12903	9078
587	12926	9057
588	12946	9034
589	12968	9012
590	12989	8989
591	13010	8966
592	13030	8943
593	13052	8921
594	13074	8899
595	13095	8877
596	13124	8859
597	13148	8838
598	13166	8814
599	13188	8792
600	13207	8768
601	13224	8743
602	13243	8719
603	13260	8694
604	13279	8669
605	13298	8645
606	13315	8621
607	13332	8596
608	13351	8572
609	13367	8546
610	13386	8522
611	13405	8498
612	13421	8473
613	13438	8448
614	13455	8423
615	13473	8399
616	13491	8374
617	13508	8349
618	13524	8324
619	13543	8300
620	13563	8277
621	13582	8254
622	13603	8231
623	13621	8208
624	13640	8184
625	13658	8160
626	13677	8136
627	13696	8113
628	13715	8089
629	13734	8066
630	13756	8044
631	13776	8021
632	13796	7999
633	13818	7977
634	13838	7954
635	13858	7931
636	13877	7908
637	13897	7885
638	13917	7862
639	13937	7839
640	13956	7816
641	13977	7794
642	13996	7771
643	14015	7747
644	14033	7724
645	14053	7701
646	14072	7677
647	14091	7654
648	14111	7631
649	14130	7608
650	14148	7585
651	14167	7561
652	14187	7539
653	14206	7515
654	14225	7492
655	14244	7469
656	14263	7446
657	14281	7422
658	14298	7398
659	14318	7376
660	14337	7353
661	14357	7330
662	14375	7306
663	14395	7284
664	14414	7261
665	14431	7237
666	14448	7213
667	14465	7189
668	14481	7164
669	14498	7140
670	14514	7116
671	14534	7094
672	14552	7070
673	14572	7048
674	14590	7025
675	14606	7000
676	14622	6976
677	14638	6952
678	14656	6928
679	14672	6904
680	14691	6881
681	14708	6858
682	14725	6834
683	14743	6811
684	14759	6787
685	14777	6763
686	14793	6739
687	14811	6716
688	14829	6693
689	14847	6670
690	14863	6646
691	14882	6623
692	14899	6600
693	14916	6577
694	14933	6553
695	14950	6530
696	14966	6506
697	14984	6483
698	15001	6459
699	15019	6437
700	15037	6413
701	15055	6391
702	15074	6368
703	15090	6344
704	15108	6321
705	15123	6297
706	15142	6275
707	15158	6251
708	15174	6228
709	15190	6204
710	15207	6181
711	15225	6158
712	15242	6135
713	15257	6111
714	15274	6088
715	15291	6065
716	15306	6041
717	15325	6019
718	15340	5995
719	15358	5972
720	15374	5949
721	15390	5925
722	15408	5903
723	15424	5880
724	15440	5856
725	15458	5834
726	15476	5811
727	15494	5789
728	15511	5766
729	15528	5743
730	15545	5720
731	15561	5697
732	15580	5675
733	15601	5653
734	15619	5631
735	15635	5608
736	15653	5585
737	15670	5563
738	15687	5540
739	15705	5518
740	15722	5495
741	15739	5472
742	15757	5450
743	15777	5428
744	15797	5407
745	15816	5385
746	15834	5362
747	15853	5340
748	15871	5318
749	15891	5297
750	15908	5274
751	15925	5251
752	15941	5229
753	15957	5206
754	15974	5183
755	15991	5161
756	16008	5138
757	16024	5116
758	16042	5093
759	16061	5071
760	16077	5049
761	16094	5027
762	16114	5005
763	16132	4983
764	16149	4960
765	16165	4938
766	16183	4916
767	16200	4893
768	16216	4871
769	16232	4848
770	16248	4826
771	16266	4803
772	16282	4781
773	16301	4759
774	16319	4737
775	16335	4715
776	16351	4693
777	16370	4671
778	16388	4649
779	16405	4627
780	16421	4604
781	16437	4582
782	16455	4560
783	16472	4538
784	16489	4516
785	16506	4494
786	16524	4472
787	16542	4450
788	16560	4428
789	16577	4406
790	16597	4385
791	16615	4363
792	16633	4341
793	16653	4320
794	16671	4298
795	16689	4277
796	16709	4255
797	16728	4234
798	16748	4213
799	16765	4191
800	16784	4169
801	16804	4148
802	16823	4127
803	16841	4105
804	16860	4084
805	16876	4062
806	16896	4041
807	16916	4019
808	16936	3998
809	16956	3977
810	16973	3955
811	16991	3933
812	17010	3912
813	17029	3891
814	17049	3870
815	17068	3848
816	17086	3827
817	17104	3805
818	17120	3783
819	17139	3762
820	17157	3740
821	17176	3719
822	17192	3697
823	17209	3675
824	17230	3654
825	17248	3633
826	17266	3612
827	17284	3590
828	17302	3569
829	17321	3547
830	17338	3526
831	17357	3504
832	17374	3483
833	17394	3462
834	17413	3441
835	17431	3419
836	17449	3398
837	17467	3376
838	17486	3355
839	17504	3334
840	17522	3312
841	17540	3291
842	17558	3270
843	17576	3248
844	17594	3227
845	17613	3206
846	17632	3185
847	17649	3163
848	17666	3142
849	17683	3120
850	17703	3099
851	17720	3078
852	17738	3056
853	17755	3035
854	17773	3014
855	17790	2992
856	17807	2971
857	17826	2950
858	17843	2928
859	17859	2907
860	17877	2886
861	17893	2864
862	17910	2843
863	17930	2822
864	17948	2801
865	17966	2779
866	17983	2758
867	18000	2737
868	18016	2715
869	18034	2694
870	18049	2673
871	18065	2651
872	18080	2630
873	18098	2609
874	18116	2588
875	18131	2566
876	18149	2545
877	18167	2524
878	18184	2503
879	18200	2481
880	18219	2461
881	18238	2440
882	18256	2419
883	18273	2397
884	18291	2376
885	18307	2355
886	18325	2334
887	18341	2313
888	18359	2292
889	18375	2271
890	18390	2249
891	18409	2228
892	18426	2207
893	18443	2186
894	18460	2165
895	18477	2144
896	18492	2123
897	18510	2102
898	18526	2081
899	18541	2060
900	18560	2039
901	18577	2018
902	18594	1997
903	18615	1976
904	18634	1956
905	18654	1935
906	18670	1914
907	18688	1893
908	18707	1872
909	18723	1851
910	18743	1831
911	18759	1810
912	18775	1789
913	18792	1768
914	18807	1747
915	18824	1726
916	18842	1705
917	18858	1684
918	18875	1663
919	18892	1642
920	18909	1621
921	18928	1601
922	18946	1580
923	18964	1559
924	18982	1539
925	18998	1518
926	19016	1497
927	19033	1476
928	19051	1456
929	19069	1435
930	19086	1414
931	19102	1393
932	19119	1372
933	19136	1352
934	19154	1331
935	19173	1311
936	19193	1290
937	19212	1269
938	19231	1249
939	19249	1228
940	19267	1208
941	19286	1187
942	19303	1166
943	19322	1146
944	19341	1125
945	19360	1105
946	19377	1084
947	19395	1063
948	19413	1043
949	19430	1022
950	19450	1002
951	19467	981
952	19484	960
953	19500	940
954	19516	919
955	19532	898
956	19549	878
957	19565	857
958	19581	837
959	19599	816
960	19616	796
961	19632	775
962	19648	754
963	19664	734
964	19680	713
965	19698	693
966	19720	672
967	19739	652
968	19757	632
969	19777	611
970	19796	591
971	19816	570
972	19836	550
973	19855	530
974	19872	509
975	19888	489
976	19905	468
977	19923	448
978	19941	427
979	19960	407
980	19978	386
981	19997	366
982	20018	346
983	20040	325
984	20061	305
985	20078	285
986	20101	264
987	20120	244
988	20140	224
989	20159	203
990	20178	183
991	20197	162
992	20219	142
993	20237	122
994	20254	101
995	20272	81
996	20289	61
997	20307	40
998	20327	20
999	20345	0
